id,carat,cut,color,clarity,depth,table,x,y,z,price
21286,1.2,Premium,H,SI2,62.5,58.0,6.81,6.76,4.24,5376
21287,1.62,Ideal,I,VS2,62.4,57.0,7.45,7.51,4.67,9604
21288,0.7,Very Good,H,SI1,62.7,56.0,5.6,5.62,3.52,2107
21289,0.53,Ideal,G,VVS1,61.8,56.0,5.19,5.24,3.22,1956
21290,1.01,Very Good,H,SI1,63.4,55.0,6.32,6.27,3.99,4249
21291,0.55,Ideal,D,VS1,61.7,55.0,5.26,5.25,3.24,1990
21292,1.58,Ideal,H,VS2,63.0,56.0,7.39,7.46,4.68,11419
21293,0.3,Ideal,G,VVS1,62.6,55.0,4.27,4.32,2.69,753
21294,0.72,Ideal,D,SI2,62.7,55.0,5.72,5.7,3.58,2670
21295,0.8,Very Good,F,SI1,63.5,58.0,5.89,5.85,3.73,3082
21296,1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577
21297,0.31,Ideal,H,VVS2,62.4,57.0,4.36,4.32,2.71,802
21298,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
21299,0.38,Ideal,F,VS2,61.9,55.0,4.68,4.64,2.89,969
21300,2.03,Ideal,I,SI1,62.6,55.0,8.06,8.11,5.06,14548
21301,1.09,Premium,G,VS2,61.0,59.0,6.65,6.6,4.04,7032
21302,0.91,Good,G,VS1,63.4,54.0,6.07,6.24,3.9,4284
21303,0.41,Ideal,F,VS2,60.0,56.0,4.88,4.82,2.91,1107
21304,2.08,Premium,I,SI2,62.3,58.0,8.18,8.13,5.08,14947
21305,0.3,Ideal,G,VVS1,62.2,56.0,4.27,4.31,2.67,753
21306,1.51,Very Good,J,SI1,60.6,57.0,7.38,7.46,4.5,7125
21307,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6013
21308,1.04,Ideal,G,VVS2,62.1,55.1,6.5,6.51,4.04,8012
21309,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,832
21310,0.32,Ideal,G,VVS2,62.1,57.0,4.42,4.4,2.74,936
21311,0.63,Ideal,E,VVS1,62.4,56.0,5.48,5.52,3.43,3161
21312,0.31,Premium,H,VVS1,62.6,58.0,4.29,4.33,2.7,707
21313,0.3,Ideal,F,IF,62.6,57.0,4.25,4.28,2.67,886
21314,1.01,Ideal,H,SI1,60.4,58.0,6.5,6.54,3.94,5020
21315,1.12,Premium,G,VS2,61.7,56.0,6.72,6.61,4.11,6503
21316,1.51,Premium,H,SI1,60.6,59.0,7.45,7.41,4.5,10519
21317,0.31,Ideal,G,VVS1,60.8,56.0,4.39,4.36,2.66,1046
21318,0.9,Very Good,I,VS1,63.2,57.0,6.1,6.05,3.84,3484
21319,0.41,Ideal,G,VVS1,62.5,53.0,4.76,4.78,2.98,1068
21320,0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55,3234
21321,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,4718
21322,0.41,Premium,F,VVS2,60.6,58.0,4.84,4.79,2.92,1192
21323,0.33,Ideal,G,VS2,61.6,55.0,4.43,4.46,2.74,579
21324,0.9,Very Good,G,VS2,62.4,60.0,6.07,6.11,3.8,4182
21325,1.14,Premium,D,I1,61.8,59.0,6.62,6.74,4.13,3950
21326,0.9,Good,G,SI1,62.5,62.0,6.04,6.09,3.79,4008
21327,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,830
21328,1.02,Good,H,SI2,64.3,60.0,6.36,6.25,4.06,3713
21329,0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844
21330,0.31,Ideal,D,VS2,61.3,57.0,4.4,4.37,2.69,942
21331,2.14,Very Good,F,SI2,58.2,61.0,8.45,8.5,4.93,17582
21332,1.01,Premium,E,SI1,62.8,57.0,6.41,6.37,4.01,5599
21333,1.11,Premium,G,SI1,61.5,58.0,6.73,6.63,4.1,4768
21334,0.32,Premium,H,SI1,62.0,58.0,4.38,4.39,2.72,461
21335,1.05,Premium,F,SI1,61.8,56.0,6.55,6.45,4.02,5557
21336,0.32,Ideal,D,VS2,62.7,54.0,4.38,4.36,2.74,972
21337,2.0,Premium,E,SI2,62.2,56.0,8.14,8.06,5.04,17760
21338,0.31,Ideal,D,VS2,61.6,55.0,4.36,4.37,2.69,734
21339,1.04,Ideal,G,SI2,60.4,58.0,6.56,6.62,3.98,4566
21340,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,776
21341,0.38,Premium,D,SI1,62.2,58.0,4.57,4.63,2.86,733
21342,2.0,Very Good,E,SI2,60.5,60.0,8.03,8.08,4.87,16064
21343,1.24,Ideal,F,SI2,61.4,58.0,6.85,6.9,4.22,6503
21344,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61,11370
21345,1.01,Ideal,I,SI1,61.9,59.0,6.38,6.42,3.96,4638
21346,0.3,Very Good,G,VVS1,60.6,61.0,4.33,4.35,2.63,789
21347,1.05,Premium,J,VS2,59.4,62.0,6.66,6.58,3.93,3593
21348,1.14,Ideal,H,VS1,61.9,53.0,6.73,6.75,4.17,6926
21349,0.3,Premium,E,SI1,60.6,58.0,4.3,4.34,2.62,526
21350,0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
21351,1.41,Ideal,G,VS1,60.4,57.0,7.31,7.22,4.39,11109
21352,0.3,Ideal,H,SI1,61.6,54.0,4.33,4.37,2.68,450
21353,1.25,Ideal,G,VS2,60.9,57.0,6.96,6.99,4.25,9590
21354,0.42,Premium,H,SI1,60.5,58.0,4.85,4.83,2.93,1008
21355,0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59,2805
21356,1.01,Very Good,F,SI1,61.0,57.0,6.44,6.54,3.96,5174
21357,0.56,Ideal,E,VS1,62.3,57.0,5.3,5.26,3.29,1791
21358,0.91,Good,D,SI2,64.7,57.0,6.02,6.04,3.9,3763
21359,0.91,Ideal,F,SI2,61.7,55.0,6.27,6.2,3.85,3196
21360,0.55,Ideal,E,SI1,60.6,56.0,5.3,5.33,3.22,1551
21361,0.34,Premium,H,VS1,61.4,59.0,4.5,4.53,2.77,596
21362,0.41,Ideal,I,VVS2,61.7,56.0,4.8,4.77,2.95,1061
21363,0.34,Premium,G,VS2,60.3,58.0,4.53,4.49,2.72,765
21364,0.36,Ideal,F,VS1,61.3,55.0,4.59,4.61,2.82,803
21365,0.51,Very Good,F,VS1,59.9,63.0,5.22,5.16,3.11,1812
21366,0.78,Ideal,E,SI2,60.8,56.0,5.98,5.92,3.62,2340
21367,0.79,Good,I,SI1,63.9,55.0,5.85,5.8,3.72,2095
21368,1.04,Premium,H,SI2,62.1,58.0,6.5,6.52,4.04,3832
21369,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09,4724
21370,1.5,Very Good,F,VS2,61.3,58.0,7.24,7.29,4.45,12526
21371,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.84,3.03,1294
21372,1.04,Good,F,SI2,63.1,60.0,6.35,6.42,4.03,4427
21373,1.51,Very Good,I,SI2,60.0,59.0,7.45,7.52,4.49,7841
21374,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
21375,0.53,Ideal,H,VS2,62.4,56.0,5.17,5.18,3.23,1314
21376,0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,1179
21377,1.05,Very Good,F,SI1,59.7,60.0,6.63,6.71,3.98,5666
21378,0.32,Ideal,G,VVS2,61.6,56.0,4.42,4.44,2.73,708
21379,0.3,Premium,H,SI2,61.9,60.0,4.27,4.29,2.65,378
21380,1.16,Premium,J,SI1,62.2,58.0,6.75,6.68,4.18,4326
21381,0.42,Premium,E,SI1,61.2,60.0,4.86,4.81,2.96,873
21382,0.9,Premium,G,VS2,61.8,60.0,6.16,6.21,3.82,4386
21383,0.65,Ideal,D,VVS1,61.8,57.0,5.54,5.56,3.43,4022
21384,0.5,Very Good,H,VS2,62.3,56.0,5.06,5.11,3.17,1337
21385,0.3,Ideal,H,VS2,61.7,57.0,4.28,4.32,2.65,454
21386,0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,2251
21387,0.4,Ideal,D,SI1,60.6,57.0,4.75,4.82,2.9,690
21388,0.72,Very Good,D,VS1,62.7,58.0,5.65,5.68,3.55,2951
21389,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.4,2.73,842
21390,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
21391,0.33,Premium,G,VS1,60.8,59.0,4.45,4.43,2.7,854
21392,0.48,Ideal,H,VVS2,62.5,56.0,4.98,5.02,3.12,1590
21393,0.41,Ideal,E,VS2,62.2,56.0,4.8,4.75,2.97,1087
21394,0.71,Ideal,I,SI1,61.3,56.0,5.72,5.75,3.52,2660
21395,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266
21396,0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274
21397,1.0,Premium,D,SI1,59.5,60.0,6.49,6.42,3.84,5488
21398,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,475
21399,0.32,Ideal,F,IF,60.9,57.0,4.42,4.45,2.7,943
21400,1.23,Ideal,I,VVS2,62.0,55.0,6.86,6.89,4.26,7299
21401,0.53,Ideal,G,VS1,62.6,54.0,5.16,5.19,3.24,1721
21402,1.18,Fair,D,SI2,57.0,66.0,6.96,6.91,3.98,3899
21403,0.38,Very Good,G,SI1,61.4,61.0,4.62,4.66,2.85,666
21404,0.3,Premium,E,VS2,62.1,58.0,4.31,4.29,2.67,844
21405,0.7,Premium,F,SI1,60.2,58.0,5.76,5.7,3.45,2319
21406,0.31,Ideal,J,VS1,61.7,55.1,4.36,4.39,2.7,429
21407,1.23,Ideal,F,VS1,62.5,54.0,6.85,6.82,4.27,9836
21408,0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,935
21409,0.56,Ideal,F,VVS2,62.2,54.3,5.26,5.29,3.28,2260
21410,0.32,Ideal,G,VVS2,61.1,55.0,4.45,4.42,2.71,936
21411,0.78,Ideal,H,SI2,61.6,54.0,5.94,5.88,3.64,2332
21412,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
21413,1.17,Ideal,G,VS2,62.0,56.0,6.71,6.74,4.17,7413
21414,1.01,Very Good,G,VVS2,62.8,58.0,6.38,6.42,4.02,7234
21415,0.9,Premium,I,VS2,61.9,58.0,6.18,6.23,3.84,3398
21416,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3659
21417,0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,1009
21418,0.52,Good,D,SI1,63.9,58.0,5.12,5.08,3.26,1605
21419,0.4,Ideal,E,VVS1,61.5,56.0,4.7,4.73,2.9,1333
21420,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17,2027
21421,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,645
21422,0.32,Very Good,H,VVS2,62.4,56.0,4.35,4.37,2.72,596
21423,0.51,Premium,E,VS2,61.0,60.0,5.17,5.12,3.14,1781
21424,2.03,Premium,J,SI2,62.7,59.0,8.02,8.08,5.05,12268
21425,0.3,Ideal,E,VVS2,61.8,56.0,4.31,4.33,2.67,789
21426,0.34,Premium,D,SI2,60.7,61.0,4.51,4.45,2.72,650
21427,0.31,Ideal,E,SI1,62.7,54.0,4.35,4.36,2.73,544
21428,0.85,Premium,I,I1,59.6,58.0,6.24,6.14,3.69,1796
21429,1.67,Good,J,SI1,58.8,61.0,7.71,7.73,4.54,8013
21430,0.41,Premium,G,VS2,61.4,59.0,4.75,4.79,2.93,827
21431,0.23,Ideal,F,VVS1,62.4,55.0,3.94,3.95,2.46,505
21432,1.21,Very Good,F,VS2,61.6,58.0,6.79,6.88,4.21,8505
21433,1.26,Premium,J,VS2,62.5,58.0,6.92,6.9,4.32,5107
21434,1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
21435,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,888
21436,1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,5219
21437,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
21438,0.53,Premium,G,SI1,62.1,62.0,5.15,5.13,3.19,1206
21439,0.7,Very Good,H,VS1,62.5,61.0,5.62,5.67,3.53,2453
21440,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,8499
21441,0.91,Very Good,E,VS2,59.4,59.0,6.3,6.36,3.76,4795
21442,0.31,Ideal,F,VS2,61.3,57.0,4.3,4.34,2.65,625
21443,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7619
21444,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,10122
21445,0.32,Very Good,G,VVS2,62.6,58.0,4.35,4.37,2.73,730
21446,1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,12319
21447,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,443
21448,0.53,Ideal,E,VS1,60.9,57.0,5.19,5.25,3.18,1700
21449,1.0,Very Good,E,VS2,62.9,57.0,6.33,6.35,3.99,7607
21450,1.0,Good,G,SI2,61.4,61.0,6.32,6.35,3.89,3646
21451,0.72,Very Good,E,SI1,62.1,57.0,5.69,5.75,3.55,2578
21452,1.01,Good,G,VS2,62.7,60.0,6.27,6.32,3.95,6126
21453,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
21454,0.38,Ideal,G,VVS1,61.9,56.0,4.67,4.7,2.9,993
21455,1.25,Ideal,F,VVS2,61.8,57.0,6.9,6.95,4.28,13623
21456,2.01,Very Good,J,SI1,61.7,59.0,8.01,8.09,4.97,14125
21457,0.34,Ideal,E,VS2,62.5,55.0,4.46,4.5,2.8,745
21458,0.9,Ideal,G,VS1,61.4,57.0,6.18,6.32,3.84,4479
21459,2.02,Very Good,I,SI2,61.1,61.0,8.08,8.11,4.95,13865
21460,0.54,Ideal,I,VS1,62.3,57.0,5.2,5.24,3.25,1452
21461,1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991
21462,0.55,Very Good,F,VS2,62.5,56.0,5.23,5.27,3.28,1625
21463,1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750
21464,1.23,Premium,D,SI1,62.5,58.0,6.85,6.79,4.27,7715
21465,0.33,Ideal,G,VVS1,62.3,55.0,4.43,4.46,2.77,868
21466,0.42,Ideal,E,VS2,62.3,55.0,4.77,4.83,2.99,958
21467,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499
21468,1.21,Ideal,H,VS1,62.4,53.0,6.83,6.86,4.27,7811
21469,2.31,Premium,J,SI1,61.1,60.0,8.58,8.51,5.22,15323
21470,0.72,Ideal,F,SI2,61.7,55.0,5.79,5.75,3.56,2298
21471,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,795
21472,0.58,Very Good,D,VS2,61.0,58.0,5.37,5.42,3.29,1750
21473,1.24,Very Good,H,SI2,61.0,59.0,6.93,7.0,4.25,5231
21474,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
21475,0.41,Ideal,H,SI1,61.2,57.0,4.78,4.76,2.92,876
21476,0.72,Ideal,D,SI2,61.2,57.0,5.76,5.8,3.54,2328
21477,0.41,Very Good,F,SI1,62.3,60.0,4.73,4.78,2.96,679
21478,1.01,Premium,H,SI2,60.3,60.0,6.49,6.47,3.91,4638
21479,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,1033
21480,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
21481,0.4,Good,D,VS1,63.2,56.0,4.69,4.74,2.98,898
21482,1.02,Ideal,G,VS1,62.2,56.0,6.46,6.4,4.0,6683
21483,0.8,Very Good,F,VS2,61.3,55.0,5.93,6.01,3.66,3954
21484,0.7,Ideal,D,SI2,62.1,56.0,5.67,5.71,3.53,2575
21485,0.3,Ideal,D,SI1,62.0,56.0,4.3,4.34,2.68,552
21486,0.3,Good,E,SI1,63.7,59.0,4.21,4.27,2.7,526
21487,0.71,Ideal,F,VS1,61.5,56.0,5.72,5.75,3.52,3710
21488,0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,1238
21489,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7870
21490,1.0,Good,G,VS2,63.8,58.0,6.37,6.29,4.04,5242
21491,1.33,Ideal,G,VS1,62.0,55.0,7.12,7.07,4.4,10539
21492,0.95,Ideal,G,IF,59.8,59.0,6.36,6.43,3.82,6951
21493,0.31,Very Good,G,SI1,63.2,57.0,4.3,4.27,2.71,593
21494,1.01,Premium,G,VS2,61.6,60.0,6.51,6.42,3.98,6108
21495,0.23,Ideal,H,VS1,61.2,55.0,3.94,3.97,2.42,423
21496,2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,10907
21497,0.76,Good,E,VS2,63.2,56.0,5.82,5.86,3.69,3249
21498,0.9,Premium,I,VS1,60.7,58.0,6.3,6.19,3.79,3145
21499,1.65,Premium,G,I1,62.0,59.0,7.53,7.57,4.68,6788
21500,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6787
21501,0.51,Very Good,E,SI2,60.3,56.0,5.19,5.22,3.14,1098
21502,1.0,Very Good,D,SI1,59.8,59.0,6.47,6.51,3.88,5671
21503,1.01,Premium,E,SI1,59.8,59.0,6.52,6.48,3.89,5543
21504,0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
21505,0.72,Ideal,G,SI2,62.5,57.0,5.71,5.75,3.58,2079
21506,1.27,Very Good,H,VS2,62.6,57.0,6.91,6.95,4.34,7715
21507,0.71,Ideal,F,VS2,62.2,55.0,5.72,5.76,3.57,3405
21508,0.38,Good,E,VS2,63.2,57.0,4.59,4.62,2.91,693
21509,0.72,Good,E,VS1,57.9,60.0,5.97,5.91,3.44,3048
21510,0.42,Premium,E,VS2,60.9,59.0,4.85,4.81,2.94,1024
21511,0.32,Very Good,G,VS1,61.2,62.0,4.41,4.45,2.71,602
21512,1.11,Ideal,H,SI2,61.3,55.0,6.65,6.73,4.1,4578
21513,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,11632
21514,0.58,Fair,G,VS2,65.0,56.0,5.23,5.17,3.38,1430
21515,0.42,Ideal,H,VS1,62.0,57.0,4.8,4.82,2.98,847
21516,1.11,Premium,G,SI2,60.7,56.0,6.73,6.68,4.07,4882
21517,0.5,Premium,E,VS2,62.7,59.0,5.02,5.06,3.16,1559
21518,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,4086
21519,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,4916
21520,0.38,Ideal,E,VVS2,62.1,54.5,4.62,4.66,2.88,1073
21521,0.71,Very Good,E,SI2,62.2,58.0,5.68,5.74,3.55,2238
21522,0.32,Ideal,F,VS1,61.0,54.0,4.42,4.44,2.7,716
21523,1.73,Good,J,SI1,63.8,60.0,7.57,7.5,4.8,7847
21524,0.9,Very Good,F,VS2,62.6,58.0,6.08,6.13,3.82,4681
21525,1.65,Fair,J,SI1,61.6,66.0,7.61,7.47,4.66,5914
21526,1.05,Good,H,SI1,59.2,60.0,6.59,6.62,3.91,4845
21527,1.15,Premium,I,VS2,62.6,56.0,6.74,6.67,4.2,5120
21528,1.29,Premium,G,SI2,62.0,58.0,7.03,6.97,4.34,5996
21529,1.07,Premium,H,SI1,62.2,57.0,6.57,6.48,4.06,5055
21530,0.42,Ideal,F,VS2,62.0,55.0,4.79,4.82,2.98,872
21531,1.0,Fair,I,SI1,66.3,61.0,6.08,6.03,4.01,2875
21532,1.5,Premium,D,SI1,60.5,59.0,7.44,7.39,4.49,11489
21533,1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,5381
21534,1.0,Good,I,SI1,63.2,56.0,6.31,6.37,4.01,4015
21535,0.9,Very Good,G,VS2,62.5,57.0,6.12,6.14,3.83,4600
21536,0.5,Ideal,F,SI2,62.0,58.0,5.08,5.11,3.16,1095
21537,0.3,Ideal,E,VVS1,62.0,58.0,4.28,4.3,2.66,862
21538,0.3,Premium,G,VS1,62.8,59.0,4.27,4.23,2.67,776
21539,0.3,Very Good,E,VS2,61.6,61.0,4.26,4.31,2.64,585
21540,0.7,Good,E,SI1,63.2,57.0,5.61,5.63,3.55,2496
21541,1.58,Premium,F,SI2,59.1,59.0,7.68,7.59,4.51,6194
21542,0.51,Ideal,G,VVS1,62.3,55.0,5.1,5.14,3.19,2005
21543,0.71,Good,E,SI2,57.5,58.0,5.91,5.89,3.39,1783
21544,1.0,Premium,G,VS1,62.0,62.0,6.38,6.33,3.94,6115
21545,0.32,Ideal,D,SI1,60.8,57.0,4.41,4.44,2.69,589
21546,0.73,Premium,E,VS2,62.0,60.0,5.76,5.73,3.56,2902
21547,0.31,Very Good,E,VVS2,60.5,56.0,4.39,4.47,2.68,707
21548,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,2946
21549,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
21550,0.42,Ideal,G,IF,62.3,54.0,4.82,4.85,3.01,1289
21551,0.55,Ideal,G,IF,60.6,56.0,5.31,5.33,3.22,2399
21552,0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
21553,1.0,Very Good,D,VS2,62.6,56.0,6.33,6.39,3.98,6881
21554,1.22,Very Good,J,SI2,62.6,58.0,6.78,6.84,4.26,4652
21555,0.5,Very Good,E,VS2,63.4,58.0,5.08,5.05,3.21,1583
21556,2.06,Premium,I,SI2,61.8,58.0,8.22,8.11,5.05,14803
21557,0.59,Ideal,E,VVS2,61.8,56.0,5.39,5.42,3.34,2515
21558,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
21559,1.31,Premium,G,VVS2,62.7,59.0,6.96,6.92,4.35,11389
21560,0.31,Good,I,VS1,63.7,55.0,4.3,4.33,2.75,489
21561,0.7,Ideal,G,VVS2,59.9,58.0,5.78,5.8,3.47,3234
21562,1.26,Ideal,E,SI2,62.4,57.0,6.91,6.85,4.29,4939
21563,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370
21564,0.3,Premium,E,IF,61.0,59.0,4.33,4.29,2.63,1097
21565,1.5,Premium,F,SI2,62.4,58.0,7.31,7.24,4.54,7056
21566,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,878
21567,1.01,Very Good,I,SI2,62.9,55.0,6.37,6.42,4.02,4171
21568,1.06,Premium,G,VVS2,62.4,55.0,6.54,6.5,4.07,7627
21569,1.07,Premium,G,VS2,62.9,59.0,6.52,6.49,4.09,6644
21570,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,9730
21571,0.41,Ideal,E,VVS1,60.9,55.0,4.83,4.8,2.93,1431
21572,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94,17315
21573,0.9,Very Good,G,VS2,62.7,59.0,6.09,6.16,3.84,4543
21574,0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48,2872
21575,0.78,Ideal,D,SI2,61.3,56.0,5.95,5.99,3.66,2722
21576,0.38,Ideal,G,SI1,61.3,56.0,4.63,4.67,2.85,666
21577,0.33,Premium,E,VVS2,60.3,58.0,4.47,4.49,2.7,868
21578,1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,5259
21579,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,2861
21580,1.09,Good,F,SI2,63.2,58.0,6.49,6.54,4.12,4766
21581,0.78,Ideal,D,VS1,62.2,57.0,5.86,5.9,3.66,4350
21582,1.21,Very Good,G,VVS2,60.4,56.0,6.96,6.91,4.19,9878
21583,1.05,Premium,E,I1,61.4,58.0,6.53,6.46,3.99,2964
21584,1.02,Very Good,D,SI1,64.2,58.0,6.32,6.35,4.07,5803
21585,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,5439
21586,1.55,Ideal,I,VS2,62.6,56.0,7.35,7.41,4.62,8831
21587,1.0,Premium,F,VS2,62.8,55.0,6.38,6.35,4.0,5864
21588,0.7,Good,H,VS2,59.1,65.0,5.75,5.85,3.43,2234
21589,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
21590,0.27,Ideal,G,SI2,62.3,55.0,4.14,4.18,2.59,361
21591,1.51,Ideal,H,SI1,62.4,57.0,7.3,7.34,4.57,9569
21592,0.51,Very Good,D,SI1,63.4,59.0,5.07,5.02,3.2,1237
21593,0.55,Premium,F,SI2,60.6,58.0,5.31,5.28,3.21,1263
21594,2.3,Premium,I,VS2,61.8,60.0,8.47,8.39,5.21,18239
21595,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,367
21596,0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
21597,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14593
21598,0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
21599,1.01,Ideal,G,VVS2,62.4,59.0,6.34,6.41,3.98,7806
21600,0.24,Very Good,E,VVS1,60.7,60.0,4.01,4.06,2.45,485
21601,0.5,Good,D,VS1,64.2,55.0,5.01,5.08,3.24,1701
21602,0.33,Premium,E,SI1,60.9,58.0,4.46,4.5,2.73,579
21603,1.06,Premium,H,SI1,61.0,60.0,6.59,6.56,4.01,5461
21604,0.35,Good,E,SI2,63.9,55.0,4.48,4.5,2.87,491
21605,0.32,Ideal,G,VVS1,61.9,55.0,4.43,4.46,2.75,814
21606,0.31,Premium,E,SI1,62.7,58.0,4.33,4.31,2.71,698
21607,0.5,Premium,E,VS2,60.7,59.0,5.11,5.13,3.11,1581
21608,0.3,Very Good,E,SI1,60.9,58.0,4.31,4.33,2.63,499
21609,0.7,Premium,E,SI2,60.6,58.0,5.78,5.73,3.49,2442
21610,0.94,Very Good,G,SI2,62.3,59.0,6.2,6.26,3.88,3351
21611,0.31,Ideal,F,SI1,62.3,56.0,4.35,4.32,2.7,663
21612,0.32,Very Good,F,SI2,63.1,56.0,4.38,4.34,2.75,540
21613,0.78,Ideal,I,VS1,61.9,56.0,5.91,5.94,3.67,3105
21614,0.53,Ideal,G,VS1,61.6,57.0,5.24,5.21,3.22,1727
21615,0.32,Ideal,F,IF,61.7,55.0,4.4,4.42,2.72,929
21616,1.0,Very Good,G,VS2,60.6,60.0,6.4,6.5,3.91,5623
21617,0.5,Premium,D,SI1,60.7,61.0,5.12,5.09,3.1,1654
21618,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6695
21619,0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83,603
21620,0.3,Very Good,G,VS1,63.1,59.0,4.27,4.25,2.69,776
21621,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
21622,0.9,Very Good,F,SI2,61.0,61.0,6.14,6.18,3.76,4441
21623,0.93,Very Good,I,SI1,58.9,60.0,6.43,6.48,3.8,3685
21624,0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842
21625,0.55,Ideal,J,SI1,60.9,57.0,5.24,5.3,3.21,1100
21626,1.01,Premium,D,SI1,61.6,60.0,6.47,6.43,3.97,5543
21627,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75,576
21628,0.72,Very Good,E,SI2,62.3,58.0,5.7,5.76,3.57,2252
21629,1.0,Very Good,E,VVS2,61.0,62.0,6.4,6.46,3.92,8638
21630,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1217
21631,0.9,Good,F,VS2,62.8,58.0,6.04,6.09,3.81,4778
